Rating,Company Name,Size,Type of ownership,Industry,Sector,Revenue,weight,Job Category,Merged Experience Category,num_comp,avg_salary,job_state,age,python_yn,sql_yn,excel_yn,tableau_yn,power bi_yn,sas_yn,hadoop_yn,spark_yn,tensorflow_yn,keras_yn,pytorch_yn,scikit-learn_yn,matplotlib_yn,snowflake_yn,numpy_yn,pandas_yn,scipy_yn,bigquery_yn,aws_yn,azure_yn,google cloud_yn,airflow_yn,git_yn,docker_yn,kubernetes_yn,r_yn,Description_len
4.3,Integrate,201 to 500 employees,Company - Private,Technology,Technology,$25 to $50 million (USD),1,data analyst,Entry Level,0,55.0,AZ,15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3209
2.9,Boys Town Hospital,1001 to 5000 employees,Hospital,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,scientist,Some Experience,3,61.5,NE,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4917
4.5,Demandbase,201 to 500 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data scientist,General Experience,3,157.0,CA,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5139
3.4,Sapphire Digital,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data engineer,Junior,2,78.0,NJ,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2232
3.2,Formation,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,General Experience,0,132.5,CA,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3158
4.0,Autodesk,5001 to 10000 employees,Company - Public,Technology,Technology,$2 to $5 billion (USD),1,data engineer,Senior,0,108.0,CA,43,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,3443
4.6,Beck's Hybrids,501 to 1000 employees,Company - Private,Other,Other,$50 to $100 million (USD),1,data scientist,Unknown,0,80.5,IN,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741
2.8,DrFirst,201 to 500 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,data scientist,Unknown,0,107.5,MD,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3899
4.7,Object Partners,51 to 200 employees,Company - Private,Professional Services,Professional Services,$25 to $50 million (USD),1,data engineer,General Experience,2,95.0,MN,29,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2896
3.0,L.A. Care Health Plan,1001 to 5000 employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,data scientist,Unknown,3,119.5,CA,28,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3947
3.2,Red Ventures,1001 to 5000 employees,Company - Private,Media & Entertainment,Professional Services,$1 to $2 billion (USD),1,data engineer,General Experience,3,134.0,NC,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2620
4.4,Quick Base,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Junior,0,100.5,MA,26,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4188
3.5,The E.W. Scripps Company,1001 to 5000 employees,Company - Public,Technology,Other,$500 million to $1 billion (USD),1,data scientist,Unknown,0,107.5,OH,147,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7231
4.0,Upside Business Travel,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data engineer,General Experience,0,122.0,DC,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,4064
4.3,Equity Residential,1001 to 5000 employees,Company - Public,Other,Other,$2 to $5 billion (USD),1,data engineer,Some Experience,3,92.5,IL,32,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,8175
2.3,Synagro,501 to 1000 employees,Company - Private,Professional Services,Professional Services,$100 to $500 million (USD),1,data analyst,General Experience,0,62.0,MD,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822
4.0,Alliance Source Testing,51 to 200 employees,other,Professional Services,Professional Services,$25 to $50 million (USD),1,scientist,General Experience,0,39.5,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773
3.6,Accuride International,1001 to 5000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$100 to $500 million (USD),1,data scientist,Mid Level,0,107.5,Los Angeles,59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3987
3.8,Full Potential Solutions,501 to 1000 employees,Company - Private,Professional Services,Professional Services,Unknown / Non-Applicable,1,data analyst,General Experience,0,40.5,MO,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4154
3.7,Visa Inc.,10000+ employees,Company - Public,Technology,Technology,$10+ billion (USD),1,mle,General Experience,3,89.5,VA,67,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5002
4.4,Maven Wave Partners,201 to 500 employees,Company - Private,Professional Services,Professional Services,$50 to $100 million (USD),1,data scientist,Junior,0,81.0,IL,17,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,3154
4.0,Novetta,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data scientist,General Experience,3,147.0,VA,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3698
3.2,"First Command Financial Services, Inc.",1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$100 to $500 million (USD),1,data scientist,Unknown,3,85.0,TX,67,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3991
2.9,Pharmavite,1001 to 5000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$1 to $2 billion (USD),1,scientist,General Experience,2,81.5,CA,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5619
3.8,BioMarin Pharmaceutical,1001 to 5000 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$500 million to $1 billion (USD),1,scientist,General Experience,3,168.0,CA,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275
4.3,Stratagem Group,1 to 50 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,Unknown / Non-Applicable,1,mle,Some Experience,0,100.5,CO,18,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3549
3.4,PA Consulting,1001 to 5000 employees,Company - Private,Professional Services,Professional Services,$100 to $500 million (USD),1,mle,Some Experience,3,97.0,NY,82,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7548
5.0,Gridiron IT,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data engineer,Unknown,0,132.5,FL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
4.3,Productive Edge,51 to 200 employees,Company - Private,Technology,Technology,$10 to $25 million (USD),1,data engineer,General Experience,3,100.0,IL,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3055
3.7,Evolve Vacation Rental,201 to 500 employees,Company - Private,Transportation & Logistics,Other,Unknown / Non-Applicable,1,data scientist,Unknown,0,105.0,CO,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3353
4.2,The Church of Jesus Christ of Latter-day Saints,10000+ employees,Nonprofit Organization,Government & Public Services,Professional Services,Unknown / Non-Applicable,1,data engineer,General Experience,0,87.0,UT,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3066
4.3,Maximus Real Estate Partners,51 to 200 employees,Company - Private,Other,Other,Unknown / Non-Applicable,1,data analyst,General Experience,3,103.5,CA,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806
2.6,Software Engineering Institute,501 to 1000 employees,College / University,Education,Education,Unknown / Non-Applicable,1,scientist,Some Experience,0,124.0,PA,41,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6130
3.8,PNNL,1001 to 5000 employees,Government,Energy & Utilities,Energy & Utilities,$500 million to $1 billion (USD),1,data scientist,Entry Level,3,67.0,WA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6844
3.9,AVANADE,10000+ employees,Company - Private,Technology,Technology,$2 to $5 billion (USD),1,data engineer,Unknown,3,87.0,DC,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3217
4.3,h2o.ai,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data scientist,General Experience,0,137.5,IL,14,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3405
3.8,PatientPoint,201 to 500 employees,Company - Private,Media & Entertainment,Professional Services,$100 to $500 million (USD),1,data scientist,General Experience,3,100.0,OH,38,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,5526
3.8,BlueCross BlueShield of Tennessee,5001 to 10000 employees,Nonprofit Organization,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),1,data engineer,Unknown,0,106.5,TN,80,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5743
3.8,PNNL,1001 to 5000 employees,Government,Energy & Utilities,Energy & Utilities,$500 million to $1 billion (USD),1,data scientist,Mid Level,3,98.5,WA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4904
4.8,KnowBe4,501 to 1000 employees,Company - Private,Government & Public Services,Professional Services,$100 to $500 million (USD),2,data analyst,General Experience,0,61.0,FL,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2934
4.4,KSM Consulting,51 to 200 employees,Company - Private,Professional Services,Professional Services,Unknown / Non-Applicable,1,data scientist,Some Experience,0,106.5,IN,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4127
3.9,Cogo Labs,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,General Experience,0,84.5,MA,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2075
3.4,Church & Dwight,1001 to 5000 employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$2 to $5 billion (USD),2,na,Junior,0,109.5,NJ,179,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2962
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data scientist,Unknown,0,164.0,MA,174,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,4414
3.9,Genentech,10000+ employees,Subsidiary or Business Segment,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,data scientist,Unknown,0,169.0,CA,49,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7106
3.8,Juniper Networks,5001 to 10000 employees,Company - Public,Technology,Technology,$2 to $5 billion (USD),2,data scientist,General Experience,0,142.0,CA,29,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2397
3.7,Takeda Pharmaceuticals,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,General Experience,3,76.5,MA,244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468
3.8,Legal & General America,501 to 1000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),2,data scientist,Some Experience,0,107.0,MD,44,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3010
3.5,Western Digital,10000+ employees,Company - Public,Technology,Technology,$10+ billion (USD),2,data scientist,Some Experience,2,171.5,CA,55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4486
4.2,The Church of Jesus Christ of Latter-day Saints,10000+ employees,Nonprofit Organization,Government & Public Services,Professional Services,Unknown / Non-Applicable,2,data engineer,Unknown,0,107.0,UT,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617
3.5,Sunovion,1001 to 5000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$1 to $2 billion (USD),2,scientist,Some Experience,3,145.0,MA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5391
2.9,National Student Clearinghouse,201 to 500 employees,Nonprofit Organization,Education,Education,$25 to $50 million (USD),2,data analyst,Mid Level,3,61.5,VA,32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5736
3.6,Tower Health,5001 to 10000 employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,scientist,Entry Level,0,41.0,PA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117
2.7,State of Wisconsin Investment Board,51 to 200 employees,Government,Finance & Insurance,Finance & Insurance,$50 to $100 million (USD),2,data scientist,Some Experience,0,120.0,WI,74,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6467
4.4,Rubius Therapeutics,201 to 500 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),2,scientist,Some Experience,0,62.0,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512
4.0,Autodesk,5001 to 10000 employees,Company - Public,Technology,Technology,$2 to $5 billion (USD),2,data scientist,General Experience,0,150.5,CA,43,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2525
4.3,OneMagnify,201 to 500 employees,Company - Private,Media & Entertainment,Professional Services,Unknown / Non-Applicable,2,na,Some Experience,0,87.5,MI,58,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961
4.2,IZEA,51 to 200 employees,Company - Public,Media & Entertainment,Professional Services,$25 to $50 million (USD),2,data engineer,General Experience,2,71.5,FL,19,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10051
3.6,Vionic Group,51 to 200 employees,Subsidiary or Business Segment,Retail & Consumer Services,Retail,$100 to $500 million (USD),2,data analyst,General Experience,0,51.5,CA,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4353
3.7,Takeda Pharmaceuticals,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,Some Experience,3,151.5,CA,244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5801
2.8,Dodge Data & Analytics,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data analyst,Junior,0,77.5,NJ,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5894
3.7,Takeda Pharmaceuticals,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,General Experience,3,140.0,MA,244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309
3.3,Plymouth Rock Assurance,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10 to $25 million (USD),2,data scientist,Unknown,2,98.5,NJ,43,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3239
-1.0,CA-One Tech Cloud,51 to 200 employees,Company - Private,Technology,Technology,$5 to $10 million (USD),2,data scientist,Junior,0,225.0,CA,8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1632
3.6,Beebe Healthcare,1001 to 5000 employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),2,scientist,General Experience,0,55.0,DE,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724
3.7,Takeda Pharmaceuticals,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,scientist,Unknown,3,161.5,MA,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345
3.4,Argo Group US,1001 to 5000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$1 to $2 billion (USD),2,data scientist,General Experience,0,147.0,NY,77,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,4835
4.1,Associated Electric Cooperative,501 to 1000 employees,Company - Private,Energy & Utilities,Energy & Utilities,$1 to $2 billion (USD),2,data analyst,Entry Level,0,61.0,MO,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886
2.6,Software Engineering Institute,501 to 1000 employees,College / University,Education,Education,Unknown / Non-Applicable,2,mle,General Experience,0,120.0,PA,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2808
3.2,PennyMac,1001 to 5000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),2,data scientist,Junior,3,124.5,AZ,17,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1925
3.9,Zest AI,51 to 200 employees,Company - Private,Finance & Insurance,Finance & Insurance,$50 to $100 million (USD),2,data scientist,Unknown,0,148.0,CA,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2364
4.7,DECISIVE ANALYTICS Corporation,51 to 200 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$25 to $50 million (USD),2,data analyst,Unknown,2,59.0,AL,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3088
3.7,The Hanover Insurance Group,5001 to 10000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),2,data scientist,Mid Level,0,146.5,MA,173,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5123
2.9,Karyopharm Therapeutics Inc.,201 to 500 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,scientist,Unknown,0,91.5,MA,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3984
3.0,Tempus Labs,501 to 1000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,2,mle,Strong Experience,0,133.0,IL,10,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,3280
4.7,Recursion Pharmaceuticals,51 to 200 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$1 to $5 million (USD),3,data scientist,Unknown,0,140.5,UT,12,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4819
3.7,P2 Energy Solutions,501 to 1000 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,Senior,0,70.5,LA,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
3.3,Rochester Regional Health,10000+ employees,Hospital,Health & Pharmaceuticals,Health & Pharmaceuticals,$500 million to $1 billion (USD),3,scientist,Unknown,0,84.5,NY,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670
4.0,ClearEdge,51 to 200 employees,Company - Private,Technology,Technology,$5 to $10 million (USD),3,na,Unknown,0,93.5,MD,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637
4.4,Rubius Therapeutics,201 to 500 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),3,scientist,Some Experience,0,134.5,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4438
3.9,Tapjoy,201 to 500 employees,Company - Private,Technology,Technology,$10 to $25 million (USD),3,mle,Some Experience,2,181.0,CA,18,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
3.3,Rochester Regional Health,10000+ employees,Hospital,Health & Pharmaceuticals,Health & Pharmaceuticals,$500 million to $1 billion (USD),3,scientist,Unknown,0,84.5,NY,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3627
4.1,Credit Sesame,51 to 200 employees,Company - Private,Technology,Technology,$50 to $100 million (USD),3,data engineer,General Experience,3,205.0,CA,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4037
3.6,San Manuel Casino,1001 to 5000 employees,Company - Private,Other,Other,$100 to $500 million (USD),4,data analyst,Entry Level,0,48.5,CA,39,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608
4.0,Texas Health Huguley Hospital,1001 to 5000 employees,Hospital,Health & Pharmaceuticals,Health & Pharmaceuticals,$50 to $100 million (USD),4,scientist,Unknown,0,43.0,TX,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5160
2.4,Teasdale Latin Foods,501 to 1000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$100 to $500 million (USD),4,scientist,Some Experience,0,52.5,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2433
2.6,Software Engineering Institute,501 to 1000 employees,College / University,Education,Education,Unknown / Non-Applicable,4,mle,Unknown,0,124.0,PA,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5379
3.5,Central California Alliance for Health,501 to 1000 employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,$500 million to $1 billion (USD),4,na,Unknown,0,64.0,CA,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846
3.0,Pilot Flying J Travel Centers LLC,10000+ employees,Company - Private,Energy & Utilities,Retail,$10+ billion (USD),4,data engineer,General Experience,3,98.0,TN,67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2133
3.6,Beebe Healthcare,1001 to 5000 employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),4,scientist,General Experience,0,55.0,DE,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801
3.3,Palermo's Pizza,501 to 1000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,Unknown / Non-Applicable,4,scientist,Unknown,0,54.0,WI,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2832
2.7,Advanced BioScience Laboratories,201 to 500 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$25 to $50 million (USD),4,scientist,Junior,0,81.0,MD,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3776
3.4,Echo Global Logistics,1001 to 5000 employees,Company - Public,Transportation & Logistics,Other,$2 to $5 billion (USD),3,data engineer,Unknown,3,107.5,IL,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4288
3.7,Lockheed Martin,10000+ employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),1,data scientist,Strong Experience,3,89.0,VA,30,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5298
4.8,Acuity Insurance,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$1 to $2 billion (USD),1,data scientist,General Experience,0,100.5,WI,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1806
3.8,Fareportal,1001 to 5000 employees,Company - Private,Transportation & Logistics,Other,$2 to $5 billion (USD),1,data analyst,Unknown,3,65.0,NY,23,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469
3.4,"Veterans Affairs, Veterans Health Administration",10000+ employees,Government,Government & Public Services,Government & Public Services,Unknown / Non-Applicable,1,scientist,Unknown,0,40.0,LA,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9322
4.3,Credera,201 to 500 employees,Subsidiary or Business Segment,Professional Services,Professional Services,Unknown / Non-Applicable,1,data scientist,Strong Experience,0,72.5,TX,26,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5775
3.4,Spectrum Communications and Consulting,51 to 200 employees,Company - Private,Media & Entertainment,Professional Services,$10 to $25 million (USD),1,data scientist,General Experience,0,87.5,IL,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4082
3.1,NCSOFT,1001 to 5000 employees,Company - Public,Technology,Other,$10+ billion (USD),1,data analyst,General Experience,3,92.5,CA,28,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3123
3.2,MITRE,5001 to 10000 employees,Nonprofit Organization,Government & Public Services,Government & Public Services,$1 to $2 billion (USD),1,data scientist,General Experience,3,81.5,VA,67,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144
